Name,Price,Rate,property,status,floor,transaction,facing,overlooking,ownership,parking,bathroom,balcony,city,location,Rate_per_sqft,bedroom,carpet_area_sqft,total_area,Area_Unit,Area,Property_Type,carpet_area(in sqft),Z_Score,total_area(sqft)
"1 BHK Flat for Sale in Raj Nagar 2, New Delhi",1700000,4722.0,Bluecrumbs,Ready to Move,3 out of 3,Resale,East,Garden/Park,Freehold,1,1.0,3.0,Delhi, Raj Nagar 2,4722.0,1,360.0,360.02,sqft,360.0,Flat,360.0,-0.3311941413176017,360.02
"3 BHK Flat for Sale in Nice Group Housing, Sector 2, Mathura Road, Faridabad",10000000,5263.0,Charitra Realty Pvt Ltd,Ready to Move,1 out of 8,Resale,North,Garden/Park,Freehold,3,4.0,2.0,Faridabad, Nice Group Housing,5263.0,3,1600.0,1900.06,sqft,1600.0,Flat,1600.0,-0.2690886725849314,1900.06
"> 10 BHK Villa for Sale in Jagriti Enclave, Anand Vihar New Delhi",99500000,11706.0,,Ready to Move,4 out of 18,New Property,East,"Garden/Park, Pool, Main Road",Freehold,1,,2.0,Delhi, Jagriti Enclave,11706.0,10,1950.0,8499.91,sqft,1950.0,Villa,1950.0,-0.05799161509953224,8499.91
"4 BHK Flat for Sale in CGEWHO Phase 1, Phi 2, Greater Noida",12500000,5952.0,,Ready to Move,1 out of 3,Resale,North - East,"Garden/Park, Main Road",Leasehold,1,3.0,3.0,Noida, CGEWHO Phase 1,5952.0,4,1650.0,2100.13,sqft,1650.0,Flat,1650.0,-0.12564164870704622,2100.13
"3 BHK Flat for Sale in Nirala Estate Phase 2, Noida Extension, Noida",11700000,7143.0,,Poss. by Aug '23,12 out of 14,New Property,East,Garden/Park,Freehold,1,3.0,3.0,Noida, Nirala Estate Phase 2,7143.0,3,1550.0,1637.97,sqft,1550.0,Flat,1550.0,-0.08114690211294687,1637.97
"2 BHK Flat for Sale in Chittaranjan Park, New Delhi",14500000,13182.0,,Ready to Move,12 out of 30,Resale,East,"Garden/Park, Pool, Main Road",Freehold,1,2.0,4.0,Delhi, Chittaranjan Park,13182.0,2,1150.0,1099.98,sqft,1150.0,Flat,1150.0,-0.00025293687818766846,1099.98
"3 BHK Flat for Sale in Mahagun Mansion 1 and 2, Vaibhav Khand, Indirapuram, Ghaziabad",10000000,5128.0,,Ready to Move,1 out of 4,Resale,East,"Garden/Park, Pool, Main Road",Leasehold,1,3.0,3.0,Ghaziabad, Mahagun Mansion 1 and 2,5128.0,3,750.0,1950.08,sqft,750.0,Flat,750.0,-0.34687633030711645,1950.08
"4 BHK Villa for Sale in Godrej Golf Links, Sector 27 Greater Noida",55000000,11727.0,,Poss. by Jun '24,7 out of 22,Resale,East,Main Road,Freehold,1,4.0,4.0,Noida, Godrej Golf Links,11727.0,4,360.0,4690.03,sqft,360.0,Villa,360.0,0.09010743742303248,4690.03
"3 BHK Flat for Sale in The Orchard, Sohna Sector 32, Gurgaon",21500000,10099.0,,Poss. by Dec '24,2 out of 4,New Property,West,Garden/Park,Freehold,1,3.0,1.0,Gurgaon, The Orchard,10099.0,3,3000.0,2128.92,sqft,3000.0,Flat,3000.0,-0.09364286449716132,2128.92
"2 BHK Flat for Sale in Puri Emerald Bay, Dhanwanpur Village, Sector 104, Gurgaon",14900000,9613.0,,Ready to Move,1 out of 5,Resale,North - East,"Garden/Park, Main Road",Freehold,1,2.0,1.0,Gurgaon, Puri Emerald Bay,9613.0,2,1450.0,1549.98,sqft,1450.0,Villa,1450.0,-0.15699535137879128,1549.98
"3 BHK Flat for Sale in Arihant Arden, Noida Extension, Noida",8400000,6109.0,,Ready to Move,2 out of 5,New Property,East,Main Road,Freehold,3,2.0,1.0,Noida, Arihant Arden,6109.0,3,625.0,1375.02,sqft,625.0,Flat,625.0,-0.11977626229623714,1375.02
"2 BHK Flat for Sale in Vihaan Vista, Sector 1 Greater Noida West, Greater Noida",2700000,3176.0,,Ready to Move,3 out of 4,New Property,West,"Garden/Park, Main Road",Freehold,1,2.0,1.0,Noida, Vihaan Vista,3176.0,2,3200.0,850.13,sqft,3200.0,Flat,3200.0,-0.2293506466459377,850.13
"1 BHK Flat for Sale in Mayur Vihar 1, New Delhi",2700000,3750.0,,Ready to Move,5 out of 6,Resale,East,Main Road,Leasehold,1,1.0,1.0,Delhi, Mayur Vihar 1,3750.0,1,1600.0,720.0,sqft,1600.0,Flat,1600.0,-0.36921717331702375,720.0
"1 BHK Flat for Sale in Jasola, New Delhi",5600000,9655.0,,Ready to Move,2 out of 4,Resale,North - East,"Pool, Garden/Park",Freehold,1,2.0,1.0,Delhi, Jasola,9655.0,1,1120.0,580.01,sqft,1120.0,Flat,1120.0,-0.138223342085967,580.01
"4 BHK Flat for Sale in Unitech Independent Floors, South City 2, Sector 49, Gurgaon",35000000,10938.0,,Ready to Move,2 out of 8,New Property,West,Garden/Park,Freehold,0,5.0,3.0,Gurgaon, Unitech Independent Floors,10938.0,4,,3199.85,,,Flat,,0.015724906065981762,3199.85
"3 BHK Flat for Sale in Aditi Apartment, Indraprastha Extension, Patparganj, New Delhi",17500000,10606.0,,Ready to Move,2 out of 3,Resale,West,"Pool, Garden/Park",Freehold,0,3.0,2.0,Delhi, Aditi Apartment,10606.0,3,,1650.01,,,Flat,,-0.10102179534579175,1650.01
"3 BHK Flat for Sale in Tilak Nagar, New Delhi",3800000,2533.0,,Ready to Move,4 out of 23,Resale,North - West,,Leasehold,0,1.0,2.0,Delhi, Tilak Nagar,2533.0,3,,1500.2,,,Flat,,-0.41682420000765813,1500.2
"4 BHK Flat for Sale in C Dot Co operative Group Housing Society, Sector 56, Gurgaon",16500000,6735.0,,Ready to Move,5 out of 24,Resale,East,,,0,3.0,2.0,Gurgaon, C Dot Co operative Group Housing Society,6735.0,4,,2449.89,,,Flat,,-0.5321567860399662,2449.89
"2 BHK Flat for Sale in Gyan Khand 1, Indirapuram, Ghaziabad",4000000,4000.0,,Ready to Move,1 out of 3,Resale,,,,0,2.0,1.0,Ghaziabad, Gyan Khand 1,4000.0,2,,1000.0,,,Flat,,-0.5752207990388906,1000.0
"3 BHK Flat for Sale in ATS Advantage Phase 2, Ahinsa Khand, Indirapuram, Ghaziabad",13000000,7715.0,,Ready to Move,2 out of 4,Resale,,,,0,3.0,2.0,Ghaziabad, ATS Advantage Phase 2,7715.0,3,,1685.03,,,Flat,,0.17681794328251094,1685.03
"2 BHK Flat for Sale in Gaur City 2 Sanskriti Vihar, C-16, Greater Noida",5200000,6420.0,,Ready to Move,13 out of 14,Resale,,,,0,2.0,4.0,Noida, Gaur City 2 Sanskriti Vihar,6420.0,2,,809.97,,,Flat,,-0.10815756692195931,809.97
"2 BHK Flat for Sale in DDA Ekta Apartments, Paschim Vihar, New Delhi",14500000,13182.0,,Ready to Move,Ground out of 4,Resale,,,,0,2.0,4.0,Delhi, DDA Ekta Apartments,13182.0,2,,1099.98,,,Flat,,-0.00025293687818766846,1099.98
"4 BHK Flat for Sale in Green Woods City, Sector 45, Gurgaon",35500000,10597.0,,Ready to Move,15 out of 22,Resale,,,,0,4.0,0.0,Gurgaon, Green Woods City,10597.0,4,,3350.0,,,Flat,,-0.028726118680182468,3350.0
"2 BHK Flat for Sale in Agrasain Aagman 2, Sector 70, Faridabad",2700000,4601.0,,Ready to Move,10 out of 19,Resale,,,,0,2.0,0.0,Faridabad, Agrasa Aagman 2,4601.0,2,,586.83,,,Flat,,-0.3553755006631444,586.83
"3 BHK Flat for Sale in Shivalik, Malviya Nagar, New Delhi",31500000,17500.0,,Ready to Move,,Resale,,,,0,3.0,0.0,Delhi, Shivalik,17500.0,3,,1800.0,,,Flat,,0.1686600797612201,1800.0
"3 BHK Flat for Sale in Nirala Estate Phase 1, Techzone 4, Greater Noida",7500000,6024.0,,Ready to Move,,Resale,,,,0,2.0,0.0,Noida, Nirala Estate Phase 1,6024.0,3,,1245.02,,,Flat,,-0.122951789970879,1245.02
"3 BHK Flat for Sale in Eros Belvedere Tower, Charmwood Village, Sector 39, Suraj Kund Badkhal Road, Faridabad",15000000,9572.0,,Ready to Move,5 out of 9,Resale,West,"Garden/Park, Main Road",Freehold,2,3.0,2.0,Faridabad, Eros Belvedere Tower,9572.0,3,1300.0,1567.07,sqft,1300.0,Villa,1300.0,0.2925577657670623,1567.07
" Studio Apartment for Sale in Greater Noida West, Noida",5500000,7990.0,,Poss. by Mar '25,7 out of 25,New Property,North - East,Main Road,Leasehold,1,1.0,1.0,Noida, Greater Noida West,7990.0,1,360.0,688.36,sqft,360.0,Flat,360.0,-0.04950370281386866,688.36
"2 BHK Flat for Sale in Shatabdi Rail Vihar, Sector 62, NH 24, Noida",5230000,4354.0,,Ready to Move,3 out of 3,Resale,North - East,Main Road,Leasehold,1,2.0,2.0,Noida, Shatabdi Rail Vihar,4354.0,2,720.0,1201.19,sqft,720.0,Flat,720.0,-0.185341568990313,1201.19
"1 BHK Flat for Sale in Om Vihar, Nawada, New Delhi",920000,4089.0,,Ready to Move,Ground out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,1,1.0,3.0,Delhi, Om Vihar,4089.0,1,1500.0,224.99,sqft,1500.0,Flat,1500.0,-0.3559560541320401,224.99
"3 BHK Flat for Sale in Kalka Apartments, Dwarka Sector 6, New Delhi",18500000,10571.0,,Ready to Move,1 out of 8,Resale,South,"Garden/Park, Pool, Main Road",Freehold,1,2.0,2.0,Delhi, Kalka Apartments,10571.0,3,1540.0,1750.07,sqft,1540.0,Flat,1540.0,-0.10239093744453637,1750.07
"4 BHK Flat for Sale in DLF Oakwood Estate, DLF City Phase 2, Gurgaon",22600000,12718.0,,Ready to Move,11 out of 15,Resale,North - West,"Pool, Garden/Park, Main Road",Leasehold,1,4.0,1.0,Gurgaon, DLF Oakwood Estate,12718.0,4,40.0,1777.01,sqm,40.0,Flat,430.55999999999995,0.24775664814273346,1777.01
2 BHK House for Sale in Delta 1 Greater Noida,8000000,16516.0,,Ready to Move,Ground out of 1,Resale,North,"Garden/Park, Main Road",Power Of Attorney,1,1.0,1.0,Noida, Delta 1 Greater Noida,16516.0,2,250.0,484.38,sqft,250.0,House,250.0,0.2690204025272657,484.38
" Studio Apartment for Sale in Dwarka, New Delhi",2600000,10000.0,,Ready to Move,2 out of 4,Resale,North - West,Garden/Park,Power Of Attorney,1,1.0,3.0,Delhi, Dwarka,10000.0,1,1400.0,260.0,sqft,1400.0,Flat,1400.0,-0.1247275128269129,260.0
"3 BHK Flat for Sale in JVTS Gardens, Chhattarpur, New Delhi",5130000,3677.0,,Ready to Move,1 out of 4,Resale,North - West,Main Road,Freehold,2,2.0,2.0,Delhi, JVTS Gardens,3677.0,3,760.0,1395.16,sqft,760.0,Flat,760.0,-0.3720728125515482,1395.16
"4 BHK Flat for Sale in Gupta Ji Floors, Greenfield Colony, Mathura Road, Faridabad",15000000,3876.0,,Ready to Move,1 out of 4,New Property,East,Main Road,Freehold,2,4.0,2.0,Faridabad, Gupta Ji Floors,3876.0,4,490.0,3869.97,sqft,490.0,Flat,490.0,-0.44987391509925384,3869.97
"1 BHK Flat for Sale in Narela Sector A9, New Delhi",1700000,3935.0,,Ready to Move,3 out of 4,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,1,1.0,5.0,Delhi, Narela Sector A9,3935.0,1,1400.0,432.02,sqft,1400.0,Flat,1400.0,-0.36198027936651644,432.02
"1 BHK Flat for Sale in Pragya Kunj Apartments, Vasundhara Sector 4C, Ghaziabad",3200000,6325.0,,Ready to Move,Ground out of 4,Resale,East,"Garden/Park, Pool, Main Road",Leasehold,4,1.0,2.0,Ghaziabad, Pragya Kunj Apartments,6325.0,1,1370.0,505.93,sqft,1370.0,Flat,1370.0,-0.10456398183909017,505.93
"2 BHK Flat for Sale in Windsor and Nova Society, Vaibhav Khand, Indirapuram, Ghaziabad",4800000,6316.0,,Ready to Move,Ground out of 4,Resale,North,"Garden/Park, Main Road",Freehold,1,2.0,3.0,Ghaziabad, Windsor and Nova Society,6316.0,2,500.0,759.97,sqft,500.0,Flat,500.0,-0.10638587919599263,759.97
"5 BHK Flat for Sale in ATS Tourmaline, Sector 109, Gurgaon",50000000,8621.0,,Ready to Move,23 out of 24,Resale,East,"Garden/Park, Main Road",Freehold,1,5.0,2.0,Gurgaon, ATS Tourmaline,8621.0,5,900.0,5799.79,sqft,900.0,Flat,900.0,-0.28630742336763265,5799.79
"1 BHK Flat for Sale in ADITYA CELEBRITY HOMES, Sector 76, Noida",3900000,7091.0,,Ready to Move,3 out of 15,Resale,South -West,"Garden/Park, Pool, Main Road",Leasehold,0,1.0,5.0,Noida, ADITYA CELEBRITY HOMES,7091.0,1,670.0,549.99,sqft,670.0,Flat,670.0,-0.08308957786684541,549.99
"2 BHK Flat for Sale in Zara Aavaas, Sector 104, Gurgaon",4000000,7042.0,,Ready to Move,9 out of 14,Resale,East,Main Road,Freehold,0,2.0,4.0,Gurgaon, Zara Aavaas,7042.0,2,,568.02,,,Flat,,-0.4921378282772905,568.02
"3 BHK Flat for Sale in DLF Garden City The Primus, Sector 82A, Gurgaon",19000000,10451.0,,Ready to Move,25 out of 31,Resale,North - West,,Freehold,0,3.0,1.0,Gurgaon, DLF Garden City The Primus,10451.0,3,,1818.01,,,Flat,,-0.04775793572692727,1818.01
"4 BHK Flat for Sale in Panchsheel Park, New Delhi",177500000,24653.0,,Ready to Move,2 out of 4,Resale,,,,0,5.0,1.0,Delhi, Panchsheel Park,24653.0,4,,7199.94,,,Flat,,0.4484736063989421,7199.94
"2 BHK Flat for Sale in Shri Radha Sky Gardens, Noida Extension Block B, Noida",5700000,4161.0,,Ready to Move,10 out of 19,Resale,,,,0,2.0,0.0,Noida, Shri Radha Sky Gardens,4161.0,2,,1369.86,,,Flat,,-0.19255188476920568,1369.86
"3 BHK Flat for Sale in Vikaspuri, New Delhi",12500000,4167.0,,Ready to Move,2 out of 4,Resale,,,,0,2.0,0.0,Delhi, Vikaspuri,4167.0,3,,2999.76,,,Flat,,-0.3529048231691235,2999.76
"1 BHK Flat for Sale in Indirapuram, Ghaziabad",1500000,4394.0,,Ready to Move,Ground out of 5,Resale,,,,0,1.0,0.0,Ghaziabad, Indirapuram,4394.0,1,,341.37,,,Flat,,-0.49546218141449433,341.37
"3 BHK Flat for Sale in Sector 120, Noida",7800000,4444.0,,Ready to Move,14 out of 17,Resale,,,,0,3.0,0.0,Noida, Sector 120,4444.0,3,,1755.18,,,Flat,,-0.18197924557010398,1755.18
"2 BHK Flat for Sale in Mohan Garden, Razapur Khurd, New Delhi",3000000,12698.0,,Ready to Move,2 out of 4,Resale,,,,0,2.0,0.0,Delhi, Mohan Garden,12698.0,2,,236.26,,,Flat,,-0.01918621618654185,236.26
"7 BHK House for Sale in Bhogal, Jangpura New Delhi",60000000,7228.0,,Ready to Move,Ground out of 3,Resale,,,,0,4.0,0.0,Delhi, Bhogal,7228.0,7,,8301.05,,,House,,-0.23316356704748686,8301.05
"2 BHK Flat for Sale in Telecom City Door Sanchar Sehkari Awas Samiti Limited, Sector 62, NH 24, Noida",6500000,6190.0,Aiana Realtors,Ready to Move,4 out of 4,Resale,East,Garden/Park,Leasehold,3,2.0,2.0,Noida, Telecom City Door Sanchar Sehkari Awas Samiti Limited,6190.0,2,3000.0,1050.08,sqft,3000.0,Flat,3000.0,-0.11675017121804902,1050.08
"2 BHK Flat for Sale in Vrindavan Green, Sahibabad, Ghaziabad",6000000,4615.0,Pramod,Ready to Move,Ground out of 11,Resale,North - West,Garden/Park,Freehold,2,2.0,3.0,Ghaziabad, Vrindavan Green,4615.0,2,1850.0,1300.11,sqft,1850.0,Flat,1850.0,-0.4507244796505563,1300.11
"4 BHK Flat for Sale in Safdarjung, New Delhi",97500000,30469.0,Globic Homes Consulting,Ready to Move,Ground out of 4,New Property,North - West,Main Road,Freehold,2,5.0,1.0,Delhi, Safdarjung,30469.0,4,2800.0,3199.97,sqft,2800.0,Flat,2800.0,0.6759859048646197,3199.97
5 BHK Villa for Sale in Palam Vihar Gurgaon,45000000,14516.0,,Ready to Move,4 out of 32,Resale,East,Garden/Park,Freehold,1,5.0,2.0,Gurgaon, Palam Vihar Gurgaon,14516.0,5,163.0,3100.03,sqyrd,163.0,Villa,1467.0,0.48213477862250853,3100.03
"3 BHK Villa for Sale in Rosewood City, Sector 49 Gurgaon",28000000,20334.0,,Ready to Move,8 out of 15,Resale,North - West,"Garden/Park, Main Road",Leasehold,2,3.0,4.0,Gurgaon, Rosewood City,20334.0,3,750.0,1377.0,sqft,750.0,Villa,750.0,1.240539652444161,1377.0
"4 BHK Flat for Sale in Mahagun Mezzaria, Sector 78, Noida",42000000,12245.0,,Ready to Move,10 out of 22,Resale,North,Main Road,Freehold,1,3.0,3.0,Noida, Mahagun Mezzaria,12245.0,4,1600.0,3429.97,sqft,1600.0,Flat,1600.0,0.10945947666379106,3429.97
"3 BHK Flat for Sale in Ozone Park Apartments, Sector 86, Faridabad",7800000,4298.0,,Ready to Move,2 out of 4,Resale,East,"Garden/Park, Main Road",Leasehold,1,3.0,0.0,Faridabad, Ozone Park Apartments,4298.0,3,1950.0,1814.8,sqft,1950.0,Flat,1950.0,-0.39486932076540804,1814.8
> 10 BHK House for Sale in DLF City Phase 3 Gurgaon,56000000,4617.0,,Ready to Move,1 out of 3,Resale,North,Main Road,Freehold,1,,3.0,Gurgaon, DLF City Phase 3 Gurgaon,4617.0,10,3497.0,12129.09,sqft,3497.0,House,3497.0,-0.8082484881290449,12129.09
"2 BHK Flat for Sale in Jaypee Aman, Sector 151, Noida Express Way, Noida",4400000,5939.0,,Ready to Move,1 out of 4,Resale,West,"Garden/Park, Pool, Main Road",Freehold,1,2.0,2.0,Noida, Jaypee Aman,5939.0,2,160.0,740.87,sqyrd,160.0,Flat,1440.0,-0.12612731764552085,740.87
"4 BHK Flat for Sale in Shyam Park Extension, Rajendra Nagar, Ghaziabad",9800000,2667.0,,Ready to Move,2 out of 9,Resale,South,Garden/Park,Freehold,1,3.0,1.0,Ghaziabad, Shyam Park Extension,2667.0,4,1400.0,3674.54,sqft,1400.0,Flat,1400.0,-0.8450640409001096,3674.54
"1 BHK Flat for Sale in DLF Ankur Vihar, Ghaziabad",1200000,10652.0,,Ready to Move,3 out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,1,1.0,2.0,Ghaziabad, DLF Ankur Vihar,10652.0,1,1750.0,112.65,sqft,1750.0,Flat,1750.0,0.7713637807516782,112.65
"5 BHK Flat for Sale in Experion Windchants, Sector 112, Gurgaon",69500000,5000.0,,Ready to Move,2 out of 4,New Property,East,"Garden/Park, Main Road",Freehold,2,5.0,3.0,Gurgaon, Experion Windchants,5000.0,5,1500.0,13900.0,sqft,1500.0,Flat,1500.0,-0.7583225571091596,13900.0
"3 BHK Flat for Sale in Chittaranjan Park Block D, New Delhi",21500000,6053.0,,Ready to Move,Ground out of 2,Resale,East,Garden/Park,Freehold,0,3.0,2.0,Delhi, Chittaranjan Park Block D,6053.0,3,1150.0,3551.96,sqft,1150.0,Flat,1150.0,-0.2791276232196277,3551.96
"3 BHK Flat for Sale in Mahesh Apartment, Sector 21, Mathura Road, Faridabad",9000000,8461.0,,Ready to Move,2 out of 3,Resale,East,"Pool, Garden/Park, Main Road",Freehold,0,3.0,1.0,Faridabad, Mahesh Apartment,8461.0,3,2400.0,1063.7,sqft,2400.0,Flat,2400.0,0.14774709205876224,1063.7
"3 BHK Flat for Sale in New Industrial Township 3, Mathura Road, Faridabad",11500000,9538.0,,Ready to Move,10 out of 19,Resale,North,"Garden/Park, Main Road",Leasehold,0,3.0,3.0,Faridabad, New Industrial Township 3,9538.0,3,1050.0,1205.7,sqft,1050.0,Flat,1050.0,0.2881261159866103,1205.7
"3 BHK Flat for Sale in Vinoba Puri, Lajpat Nagar, New Delhi",15200000,4235.0,,Ready to Move,1 out of 4,Resale,East,Main Road,Freehold,0,3.0,4.0,Delhi, Vinoba Puri,4235.0,3,1121.0,3589.14,sqft,1121.0,Flat,1121.0,-0.3502447756629911,3589.14
"3 BHK Flat for Sale in Progressive Apartment, Sector 55, Gurgaon",11000000,30357.0,,Ready to Move,2 out of 3,Resale,North - East,Main Road,Freehold,0,3.0,5.0,Gurgaon, Progressive Apartment,30357.0,3,1370.0,362.35,sqft,1370.0,Flat,1370.0,2.54708692819432,362.35
"3 BHK Flat for Sale in Panchsheel Greens, Noida Extension, Noida",7000000,5238.0,,Ready to Move,1 out of 6,Resale,South - East,"Garden/Park, Main Road",Freehold,0,2.0,1.0,Noida, Panchsheel Greens,5238.0,3,1215.0,1336.39,sqft,1215.0,Flat,1215.0,-0.15231608117403775,1336.39
"4 BHK Flat for Sale in Rajendra Place, New Delhi",85000000,8146.0,,Ready to Move,2 out of 4,New Property,North - East,Main Road,Freehold,0,4.0,1.0,Delhi, Rajendra Place,8146.0,4,,10434.57,,,Flat,,-0.19725292571469938,10434.57
"3 BHK Flat for Sale in Vasundhara Sector 2B, Ghaziabad",5500000,11546.0,,Ready to Move,5 out of 8,New Property,East,,Freehold,0,2.0,2.0,Ghaziabad, Vasundhara Sector 2B,11546.0,3,,476.36,,,Flat,,0.9523389182039885,476.36
"1 BHK Flat for Sale in DDA Lig Flats, Paschim Vihar, New Delhi",8700000,20333.0,,Ready to Move,,Resale,North,,,0,2.0,1.0,Delhi, DDA Lig Flats,20333.0,1,,427.88,,,Flat,,0.27948235306817754,427.88
"4 BHK Flat for Sale in Chittaranjan Park, New Delhi",47500000,21111.0,Star Reality Group,Ready to Move,1 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,2,5.0,3.0,Delhi, Chittaranjan Park,21111.0,4,250.0,2250.01,sqyrd,250.0,Flat,2250.0,0.30991642600598657,2250.01
"3 BHK Flat for Sale in Gulmohar Enclave, Gulmohar Park, New Delhi",26500000,3125.0,,Ready to Move,2 out of 3,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,2,3.0,2.0,Delhi, Gulmohar Enclave,3125.0,3,1900.0,8480.0,sqft,1900.0,Flat,1900.0,-0.39366613936603484,8480.0
"4 BHK Flat for Sale in Ireo Victory Valley, Sector 67, Gurgaon",45000000,8667.0,,Ready to Move,15 out of 35,Resale,North - East,Garden/Park,Leasehold,1,4.0,3.0,Gurgaon, Ireo Victory Valley,8667.0,4,650.0,5192.11,sqft,650.0,Flat,650.0,-0.2803110974487953,5192.11
"2 BHK Flat for Sale in Orange County, Ahinsa Khand-1, Indirapuram, Ghaziabad",11700000,15244.0,,Ready to Move,7 out of 18,Resale,South - East,Main Road,Freehold,1,2.0,3.0,Ghaziabad, Orange County,15244.0,2,1454.0,767.52,sqft,1454.0,Flat,1454.0,1.700936298851241,767.52
"3 BHK Flat for Sale in Godrej Woods, Sector 43, Noida",23400000,8073.0,,Poss. by May '26,3 out of 27,New Property,East,"Garden/Park, Main Road, Pool",Freehold,1,3.0,2.0,Noida, Godrej Woods,8073.0,3,1575.0,2898.55,sqft,1575.0,Flat,1575.0,-0.04640289343745367,2898.55
"2 BHK Flat for Sale in Vatika Emilia floors, Sector 82, Gurgaon",7500000,7193.0,,Ready to Move,Ground out of 3,Resale,North - West,Garden/Park,Freehold,1,2.0,3.0,Gurgaon, Vatika Emilia floors,7193.0,2,514.0,1042.68,sqft,514.0,Flat,514.0,-0.4724542366741503,1042.68
"4 BHK Flat for Sale in South City, Gurgaon",32500000,6739.0,,Ready to Move,1 out of 4,Resale,South,"Garden/Park, Main Road",Power Of Attorney,1,4.0,3.0,Gurgaon, South City,6739.0,4,1290.0,4822.67,sqft,1290.0,Flat,1290.0,-0.5316353663948499,4822.67
"3 BHK Flat for Sale in Sector 95, Gurgaon",11500000,18750.0,,Poss. by Aug '24,2 out of 4,New Property,North,Garden/Park,Freehold,1,2.0,2.0,Gurgaon, Sector 95,18750.0,3,3000.0,613.33,sqft,3000.0,Flat,3000.0,1.0340574729781078,613.33
"2 BHK Flat for Sale in Signature The Roselia, Sector 95A, Pataudi Road, Gurgaon",4000000,5000.0,,Ready to Move,4 out of 14,Resale,East,"Garden/Park, Main Road",Freehold,2,2.0,1.0,Gurgaon, Signature The Roselia,5000.0,2,1750.0,800.0,sqft,1750.0,Flat,1750.0,-0.7583225571091596,800.0
3 BHK Flat for Sale in Noida,5000000,3806.0,,Ready to Move,10 out of 16,Resale,North - East,"Garden/Park, Main Road",Power Of Attorney,1,2.0,2.0,Noida, Noida,3806.0,3,70.0,1313.72,sqyrd,70.0,Flat,630.0,-0.20581438270447458,1313.72
"2 BHK Flat for Sale in SRS Pearl Heights, Sector 76, Faridabad",4640000,6818.0,,Ready to Move,Ground out of 2,Resale,North - East,Garden/Park,Freehold,1,4.0,2.0,Faridabad, SRS Pearl Heights,6818.0,2,3000.0,680.55,sqft,3000.0,Flat,3000.0,-0.0664058664495519,680.55
"4 BHK House for Sale in Vipin Garden, Dwarka Mor New Delhi",22500000,3882.0,,Ready to Move,Ground out of 3,Resale,North - East,"Garden/Park, Main Road",Leasehold,0,2.0,2.0,Delhi, Vip Garden,3882.0,4,1200.0,5795.98,sqft,1200.0,House,1200.0,-0.3640535516874726,5795.98
"2 BHK Flat for Sale in Gyan Khand 3, Ghaziabad",3300000,5590.0,,Ready to Move,2 out of 4,Resale,East,Garden/Park,Freehold,0,3.0,4.0,Ghaziabad, Gyan Khand 3,5590.0,2,750.0,590.34,sqft,750.0,Flat,750.0,-0.25335226598612387,590.34
"3 BHK Flat for Sale in Skyom Apartment, Mahavir Enclave, New Delhi",6050000,2000.0,,Ready to Move,Ground out of 3,New Property,North - East,"Garden/Park, Main Road",Freehold,0,3.0,7.0,Delhi, Skyom Apartment,2000.0,3,300.0,3025.0,sqm,300.0,Flat,3229.2,-0.43767427825425476,3025.0
"3 BHK Flat for Sale in East Of Kailash Block D, New Delhi",36000000,5926.0,,Ready to Move,3 out of 3,New Property,,,,0,3.0,2.0,Delhi, East Of Kailash Block D,5926.0,3,640.0,6074.92,sqft,640.0,Flat,640.0,-0.2840956531207867,6074.92
"3 BHK House for Sale in Khyala, Vishnu Garden New Delhi",4000000,15487.0,,Ready to Move,19 out of 22,Resale,,,,0,4.0,2.0,Delhi, Khyala,15487.0,3,6000.0,258.28,sqft,6000.0,House,6000.0,0.08991484991056521,258.28
4 BHK Villa for Sale in Sainik Farm New Delhi,52500000,38889.0,,Ready to Move,1 out of 2,Resale,,,,0,5.0,2.0,Delhi, Sainik Farm New Delhi,38889.0,4,,1350.0,,,Villa,,1.005362375476897,1350.0
"2 BHK Flat for Sale in Niti Khand-Indirapuram, Indirapuram, Ghaziabad",4500000,5417.0,,Ready to Move,1 out of 1,Resale,,,,0,4.0,0.0,Ghaziabad, Niti Khand-Indirapuram,5417.0,2,,830.72,,,Flat,,-0.2883731818465821,830.72
4 BHK Villa for Sale in Kirti Nagar New Delhi,140000000,7419.0,,Ready to Move,2 out of 2,Resale,,,,0,5.0,0.0,Delhi, Kirti Nagar New Delhi,7419.0,4,,18870.47,,,Villa,,-0.22569196302290906,18870.47
"6 BHK Flat for Sale in Golf Gardenia, Alpha 2, Greater Noida",19500000,10838.0,,Ready to Move,3 out of 14,Resale,,,,0,2.0,0.0,Noida, Golf Gardenia,10838.0,6,,1799.22,,,Flat,,0.05689515386119007,1799.22
"3 BHK House for Sale in RWA Sector 122, Sector 122, Noida Express Way Noida",35000000,4000.0,,Ready to Move,,Resale,,,,0,2.0,0.0,Noida, RWA Sector 122,4000.0,3,,8750.0,,,House,,-0.19856670777646848,8750.0
"3 BHK Flat for Sale in Sector 5, Gurgaon",17000000,8095.0,Rajan Pathak,Ready to Move,2 out of 4,New Property,North - West,Main Road,Freehold,1,3.0,2.0,Gurgaon, Sector 5,8095.0,3,897.0,2100.06,sqft,897.0,Flat,897.0,-0.3548741067004256,2100.06
