Name,Price,Rate,property,status,floor,transaction,facing,overlooking,ownership,parking,bathroom,balcony,city,location,Rate_per_sqft,bedroom,carpet_area_sqft,total_area,Area_Unit,Area,Property_Type,carpet_area(in sqft),Z_Score,total_area(sqft)
"3 BHK Flat for Sale in Birla Navya, Sector 63, Gurgaon",39000000,20526.0,,Ready to Move,2 out of 4,New Property,,,,0,3.0,0.0,Gurgaon, Birla Navya,20526.0,3,,1900.03,,,Flat,,1.2655677954097433,1900.03
2 BHK House for Sale in Lal Kuan Ghaziabad,3700000,5211.0,,Ready to Move,Ground out of 1,New Property,,,,0,1.0,0.0,Ghaziabad, Lal Kuan Ghaziabad,5211.0,2,,710.04,,,House,,-0.33007438801568273,710.04
"3 BHK Flat for Sale in DDA Flats Pocket 4, Mayur Vihar 1, New Delhi",14500000,11600.0,,,1 out of 3,Resale,,,,0,2.0,0.0,Delhi, DDA Flats Pocket 4,11600.0,3,,1250.0,,,Flat,,-0.06213815974144452,1250.0
"2 BHK Flat for Sale in Pahar Ganj, New Delhi",3500000,3889.0,Ample Properties,Ready to Move,11 out of 14,Resale,East,Main Road,Freehold,3,2.0,3.0,Delhi, Pahar Ganj,3889.0,2,800.0,899.97,sqft,800.0,Flat,800.0,-0.3637797232677237,899.97
"3 BHK Flat for Sale in Adore Happy Homes Exclusive phase 2 , Sector 86, Faridabad",3650000,3650.0,Anshul Propshop,Ready to Move,2 out of 4,Resale,North - East,Garden/Park,Freehold,1,2.0,2.0,Faridabad, Adore Happy Homes Exclusive phase 2 ,3650.0,3,1350.0,1000.0,sqft,1350.0,Flat,1350.0,-0.47933135187519965,1000.0
"3 BHK Flat for Sale in Aba Cherry County, Tech Zone, Gautam Budh Nagar, Yamuna Expressway, Greater Noida",9500000,7877.0,Alpas Corp,Ready to Move,1 out of 20,Resale,East,"Pool, Garden/Park, Main Road",Freehold,1,2.0,3.0,Noida, Aba Cherry County,7877.0,3,1550.0,1206.04,sqft,1550.0,Flat,1550.0,-0.053725286663686644,1206.04
"2 BHK Flat for Sale in Samridhi Luxuriya Avenue, Sector 150, Pusta Road, Noida",14000000,11245.0,Upscale Landholdings,Ready to Move,Ground out of 4,New Property,East,Main Road,Freehold,2,2.0,4.0,Noida, Samridhi Luxuriya Avenue,11245.0,2,127.0,1245.0,sqyrd,127.0,Flat,1143.0,0.07210032755035752,1245.0
"3 BHK Flat for Sale in Splendour, Greater Noida West, Greater Noida",9900000,6115.0,,Poss. by Jun '26,2 out of 4,New Property,North,"Garden/Park, Pool, Main Road",Leasehold,1,2.0,4.0,Noida, Splendour,6115.0,3,1700.0,1618.97,sqft,1700.0,Flat,1700.0,-0.11955210740155654,1618.97
"2 BHK Flat for Sale in Wazir Nagar, South Extension, New Delhi",8000000,7273.0,,Ready to Move,2 out of 4,Resale,North - West,Garden/Park,Freehold,2,2.0,1.0,Delhi, Wazir Nagar,7273.0,2,200.0,1099.96,sqm,200.0,Flat,2152.7999999999997,-0.23140324149195807,1099.96
"1 BHK Flat for Sale in Sadarpur, Ghaziabad",1600000,3721.0,,Ready to Move,1 out of 4,Resale,North,Main Road,Freehold,2,1.0,2.0,Ghaziabad, Sadarpur,3721.0,1,3000.0,429.99,sqft,3000.0,Flat,3000.0,-0.6316996171028667,429.99
"3 BHK Flat for Sale in T Homes, Siddhartha Vihar, NH 24, Ghaziabad",10500000,6774.0,,Ready to Move,4 out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,1,3.0,5.0,Ghaziabad, T Homes,6774.0,3,1450.0,1550.04,sqft,1450.0,Flat,1450.0,-0.013671547033623341,1550.04
"4 BHK Flat for Sale in County 107, Sector 107, Dadri Road, Noida",52500000,15014.0,,Poss. by Dec '23,1 out of 3,Resale,East,"Garden/Park, Main Road",Freehold,3,4.0,4.0,Noida, County 107,15014.0,4,1950.0,3496.74,sqft,1950.0,Flat,1950.0,0.21290696055888853,3496.74
3 BHK House for Sale in Mehrauli New Delhi,3500000,5278.0,,Ready to Move,2 out of 4,Resale,North - East,Garden/Park,Freehold,2,2.0,2.0,Delhi, Mehrauli New Delhi,5278.0,3,3000.0,663.13,sqft,3000.0,House,3000.0,-0.3094443411204014,663.13
"2 BHK Flat for Sale in Mahavir Enclave Part 1, New Delhi",3800000,18056.0,,Ready to Move,3 out of 3,Resale,East,Garden/Park,Freehold,0,2.0,1.0,Delhi, Mahavir Enclave Part 1,18056.0,2,,210.46,,,Flat,,0.19040987995842037,210.46
"3 BHK Flat for Sale in Rajdhani Enclave, New Delhi",32500000,3000.0,,Ready to Move,11 out of 18,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,0,2.0,3.0,Delhi, Rajdhani Enclave,3000.0,3,,10833.33,,,Flat,,-0.39855593257583705,10833.33
"1 BHK Flat for Sale in Mehrauli, New Delhi",1500000,37160.0,,Ready to Move,3 out of 10,Resale,North - West,Garden/Park,Freehold,0,1.0,5.0,Delhi, Mehrauli,37160.0,1,,40.37,,,Flat,,0.9377267557989127,40.37
"5 BHK House for Sale in Sector 15 Block A, Noida sector 15 Metro Noida",80000000,19464.0,,Ready to Move,3 out of 3,Resale,,Garden/Park,Freehold,0,5.0,3.0,Noida, Sector 15 Block A,19464.0,5,,4110.15,,,House,,0.3791551741136678,4110.15
"4 BHK Flat for Sale in Unitech The World Spa, Uniworld City, Sector 30, Delhi Gurgaon Expressway, Gurgaon",85000000,12885.0,,Ready to Move,4 out of 4,Resale,,,Freehold,0,5.0,5.0,Gurgaon, Unitech The World Spa,12885.0,4,,6596.82,,,Flat,,0.2695259183263388,6596.82
"4 BHK Flat for Sale in Shubh Laxmi Apartment Sector 6 Dwarka, Dwarka Sector 6, New Delhi",33500000,6798.0,,Ready to Move,1 out of 2,Resale,,,,0,4.0,3.0,Delhi, Shubh Laxmi Apartment Sector 6 Dwarka,6798.0,4,,4927.92,,,Flat,,-0.2499844556892065,4927.92
"2 BHK Flat for Sale in Bijwasan, New Delhi",6000000,7000.0,,Ready to Move,4 out of 9,New Property,,,,0,2.0,0.0,Delhi, Bijwasan,7000.0,2,,857.14,,,Flat,,-0.2420825498621661,857.14
"1 BHK Flat for Sale in Rohini, New Delhi",4200000,20278.0,,Ready to Move,4 out of 4,Resale,,,,0,2.0,0.0,Delhi, Rohini,20278.0,1,,207.12,,,Flat,,0.27733084405586456,207.12
"3 BHK Flat for Sale in H Block-Saket, New Delhi",36500000,8936.0,,Ready to Move,16 out of 22,Resale,,,,0,2.0,0.0,Delhi, H Block-Saket,8936.0,3,,4084.6,,,Flat,,-0.16634943262874938,4084.6
"3 BHK Flat for Sale in Galaxy Apartment, Sector 43, Gurgaon",21000000,14000.0,,Ready to Move,12 out of 14,Resale,,,,0,3.0,0.0,Gurgaon, Galaxy Apartment,14000.0,3,,1500.0,,,Flat,,0.41487164440250635,1500.0
"4 BHK Flat for Sale in DLF The Magnolias, Sector 42, Gurgaon",285000000,8462.0,,Ready to Move,4 out of 4,Resale,,,,0,5.0,0.0,Gurgaon, DLF The Magnolias,8462.0,4,,33679.98,,,Flat,,-0.30703385426100543,33679.98
"3 BHK Flat for Sale in Tilak Marg, New Delhi",19000000,13468.0,,Ready to Move,,Resale,,,,0,3.0,0.0,Delhi, Tilak Marg,13468.0,3,,1410.75,,,Flat,,0.010934909985839803,1410.75
"3 BHK Flat for Sale in Shankar Vihar, New Delhi",20000000,9500.0,,Ready to Move,,Resale,,,,0,3.0,0.0,Delhi, Shankar Vihar,9500.0,3,,2105.26,,,Flat,,-0.14428668566612177,2105.26
"2 BHK House for Sale in Paryatan Vihar, Vasundhara Enclave New Delhi",9500000,7444.0,,Ready to Move,,Resale,,,,0,2.0,0.0,Delhi, Paryatan Vihar,7444.0,2,,1276.2,,,House,,-0.22471400438094863,1276.2
"3 BHK Flat for Sale in Palm Green, Dwarka Sector 7, New Delhi",19500000,10000.0,AAB Realty,Ready to Move,9 out of 9,Resale,North - East,"Garden/Park, Main Road",Freehold,2,3.0,2.0,Delhi, Palm Green,10000.0,3,950.0,1950.0,sqft,950.0,Flat,950.0,-0.1247275128269129,1950.0
"2 BHK Flat for Sale in DDA Flats, Sarita Vihar, Mathura Road, New Delhi",12000000,11429.0,Arora Properties,Ready to Move,3 out of 4,Resale,North - East,Garden/Park,Leasehold,1,2.0,5.0,Delhi, DDA Flats,11429.0,2,750.0,1049.96,sqft,750.0,Flat,750.0,-0.06882739685245395,1049.96
"2 BHK Flat for Sale in Prateek Wisteria, Sector 77, Noida",6500000,6806.0,Investors Lab,Ready to Move,8 out of 15,Resale,East,"Garden/Park, Pool, Main Road",Freehold,2,2.0,4.0,Noida, Prateek Wisteria,6806.0,2,215.0,955.04,sqft,215.0,Flat,215.0,-0.09373693536417396,955.04
"3 BHK Flat for Sale in Godrej Serenity , Sohna Sector 33, Gurgaon",12500000,8181.0,Abhinav Tyagi,Ready to Move,8 out of 24,New Property,North,"Garden/Park, Main Road",Freehold,5,4.0,8.0,Gurgaon, Godrej Serenity ,8181.0,3,582.0,1527.93,sqft,582.0,Flat,582.0,-0.3436635843304252,1527.93
> 10 BHK Villa for Sale in Sector 38 Gurgaon,80000000,25616.0,Creative Homz ,Ready to Move,1 out of 5,Resale,East,"Garden/Park, Main Road",Freehold,1,,1.0,Gurgaon, Sector 38 Gurgaon,25616.0,10,1350.0,3123.05,sqft,1350.0,Villa,1350.0,1.9290742938202299,3123.05
"2 BHK Flat for Sale in Laxmi Nagar, New Delhi",5000000,8547.0,,Ready to Move,4 out of 4,Resale,East,"Pool, Garden/Park, Main Road",Freehold,1,2.0,2.0,Delhi, Laxmi Nagar,8547.0,2,1940.0,585.0,sqft,1940.0,Flat,1940.0,-0.18156646909765387,585.0
6 BHK House for Sale in Sushant Lok 1 Block C Gurgaon,60000000,15000.0,,Poss. by Dec '25,8 out of 14,Resale,East,"Garden/Park, Pool, Main Road",Freehold,1,5.0,3.0,Gurgaon, Sushant Lok 1 Block C Gurgaon,15000.0,6,800.0,4000.0,sqft,800.0,House,800.0,0.5452265556815803,4000.0
"2 BHK Flat for Sale in Zara Aavaas, Dhanwapur, Sector 104, Gurgaon",3700000,5692.0,,Ready to Move,9 out of 12,New Property,North - East,"Garden/Park, Main Road",Freehold,1,2.0,4.0,Gurgaon, Zara Aavaas,5692.0,2,220.0,650.04,sqyrd,220.0,Flat,1980.0,-0.6681169585040404,650.04
"3 BHK Flat for Sale in Oxy Homez, Bhopura, Ghaziabad",4200000,3111.0,,Ready to Move,2 out of 3,Resale,North - West,"Pool, Garden/Park, Main Road",Freehold,1,2.0,1.0,Ghaziabad, Oxy Homez,3111.0,3,1185.0,1350.05,sqft,1185.0,Flat,1185.0,-0.7551837712929218,1350.05
"1 BHK Flat for Sale in Paryatan Vihar, Vasundhara Enclave, New Delhi",4500000,10000.0,,Ready to Move,Ground out of 1,Resale,West,Main Road,Freehold,1,2.0,2.0,Delhi, Paryatan Vihar,10000.0,1,1000.0,450.0,sqft,1000.0,Flat,1000.0,-0.1247275128269129,450.0
"3 BHK Flat for Sale in Paryatan Vihar, Vasundhara Enclave, New Delhi",9500000,7037.0,,Ready to Move,2 out of 2,Resale,North - East,"Garden/Park, Pool, Main Road",Leasehold,1,2.0,2.0,Delhi, Paryatan Vihar,7037.0,3,1400.0,1350.01,sqft,1400.0,Flat,1400.0,-0.24063517107206464,1350.01
3 BHK Flat for Sale in Gurgaon,14000000,3996.0,,Poss. by Aug '26,1 out of 4,Resale,North - West,Garden/Park,Freehold,1,4.0,3.0,Gurgaon, Gurgaon,3996.0,3,,3503.5,,,Flat,,-0.8891988880333499,3503.5
"2 BHK Flat for Sale in Pan Oasis, Sector 70, Noida",4160000,7976.0,,Ready to Move,7 out of 24,New Property,North - East,Garden/Park,Freehold,2,2.0,3.0,Noida, Pan Oasis,7976.0,2,,521.56,,,Flat,,-0.05002673090145673,521.56
"2 BHK Flat for Sale in Signature Global City 93, Sector 93, Gurgaon",8900000,10777.0,,Ready to Move,1 out of 4,New Property,North - East,,Freehold,0,2.0,2.0,Gurgaon, Signature Global City 93,10777.0,2,,825.83,,,Flat,,-0.005262234649949149,825.83
"4 BHK Flat for Sale in Saan Verdante, Sector 95, Gurgaon",33000000,12941.0,,Poss. by Jun '25,3 out of 4,New Property,,,,0,4.0,1.0,Gurgaon, Saan Verdante,12941.0,4,,2550.03,,,Flat,,0.276825793357967,2550.03
"2 BHK Flat for Sale in East Of Kailash, New Delhi",11000000,13000.0,,Ready to Move,2 out of 2,Resale,,,,0,2.0,3.0,Delhi, East Of Kailash,13000.0,2,,846.15,,,Flat,,-0.007372475791659696,846.15
"4 BHK Flat for Sale in Whiteland Blissville, Sector 76, Delhi Gurgaon Expressway, Gurgaon",21500000,2756.0,,Ready to Move,1 out of 27,Resale,,,,0,4.0,0.0,Gurgaon, Whiteland Blissville,2756.0,4,,7801.16,,,Flat,,-1.0508389780194016,7801.16
"3 BHK Flat for Sale in Sector 88, Faridabad",6200000,8494.0,,Ready to Move,Ground out of 4,Resale,,,,0,3.0,0.0,Faridabad, Sector 88,8494.0,3,,729.93,,,Flat,,0.15204839919861274,729.93
"3 BHK Flat for Sale in Conscient Heritage Max, Sector 102, Gurgaon",23800000,5091.0,,Ready to Move,23 out of 24,Resale,,,,0,3.0,0.0,Gurgaon, Conscient Heritage Max,5091.0,3,,4674.92,,,Flat,,-0.7464602601827639,4674.92
"2 BHK Flat for Sale in Badarpur Metro Station, Faridabad",2800000,5333.0,,Ready to Move,12 out of 25,Resale,,,,0,1.0,0.0,Faridabad, Badarpur Metro Station,5333.0,2,,525.03,,,Flat,,-0.2599646877428243,525.03
"3 BHK House for Sale in Tirka Colony, Mathura Road Faridabad",4800000,10000.0,,Ready to Move,1 out of 4,Resale,,,,0,2.0,0.0,Faridabad, Tirka Colony,10000.0,3,,480.0,,,House,,0.34834441594451726,480.0
"4 BHK House for Sale in Housing Board Duplex, Sector 62, Mathura Road Faridabad",14000000,6481.0,,Ready to Move,1 out of 4,Resale,,,,0,3.0,0.0,Faridabad, Housing Board Duplex,6481.0,4,,2160.16,,,House,,-0.11033133633226759,2160.16
"2 BHK House for Sale in Housing Board Duplex, Sector 62, Mathura Road Faridabad",3500000,5983.0,,Poss. by Sep '27,,Resale,,,,0,1.0,0.0,Faridabad, Housing Board Duplex,5983.0,2,,584.99,,,House,,-0.17524197135182965,584.99
"3 BHK Flat for Sale in Spring Elmas, Greater Noida West, Greater Noida",9500000,8202.0,,Ready to Move,,New Property,,,,0,3.0,0.0,Noida, Spring Elmas,8202.0,3,,1158.25,,,Flat,,-0.041583563201820745,1158.25
"4 BHK Flat for Sale in CRC Joyous, Techzone 4, Greater Noida",14600000,13182.0,,Ready to Move,,New Property,,,,0,4.0,0.0,Noida, CRC Joyous,13182.0,4,,1107.57,,,Flat,,0.14446499938307827,1107.57
"2 BHK Flat for Sale in DDA Dhruva Apartments, Indraprastha Extension, Patparganj, New Delhi",14500000,6403.0,,Ready to Move,,Resale,,,,0,2.0,0.0,Delhi, DDA Dhruva Apartments,6403.0,2,,2264.56,,,Flat,,-0.2654362022321815,2264.56
"3 BHK Flat for Sale in Masjid Moth, Greater Kailash, New Delhi",57500000,23663.0,Tanishq Property,Ready to Move,1 out of 4,New Property,North,Garden/Park,Freehold,2,3.0,2.0,Delhi, Masjid Moth,23663.0,3,1358.0,2429.95,sqft,1358.0,Flat,1358.0,0.4097464441773086,2429.95
"3 BHK Flat for Sale in SRS Pearl, Sector 87, Faridabad",7000000,4082.0,Suraj Builders (Suraj Jaiswal Buildup Pvt. Ltd.),Ready to Move,4 out of 14,Resale,North - East,"Garden/Park, Pool",Freehold,1,3.0,3.0,Faridabad, SRS Pearl,4082.0,3,780.0,1714.85,sqft,780.0,Flat,780.0,-0.4230233311353386,1714.85
"4 BHK House for Sale in Mujesar Village, Sector 24, Mathura Road Faridabad",6200000,6889.0,Rajan Raheja,Ready to Move,3 out of 4,Resale,East,"Garden/Park, Main Road",Freehold,1,2.0,4.0,Faridabad, Mujesar Village,6889.0,4,850.0,899.99,sqft,850.0,Villa,850.0,-0.05715153896684326,899.99
"3 BHK Flat for Sale in Whiteland Blissville, Sector 76, Delhi Gurgaon Expressway, Gurgaon",17600000,10526.0,,Ready to Move,3 out of 14,Resale,North - East,"Garden/Park, Main Road",Freehold,1,3.0,3.0,Gurgaon, Whiteland Blissville,10526.0,3,1826.0,1672.05,sqft,1826.0,Flat,1826.0,-0.03798131738099672,1672.05
"5 BHK House for Sale in Omex Green Valley, Sector 42, Mathura Road Faridabad",19500000,17473.0,,Ready to Move,2 out of 4,Resale,North - East,"Garden/Park, Pool, Main Road",Leasehold,1,6.0,4.0,Faridabad, Omex Green Valley,17473.0,5,745.0,1116.01,sqft,745.0,House,745.0,1.3223949691597525,1116.01
"3 BHK Flat for Sale in Paras Dews, Sector 106, Gurgaon",13500000,7105.0,,Ready to Move,12 out of 32,Resale,East,"Garden/Park, Pool, Main Road",Freehold,1,3.0,4.0,Gurgaon, Paras Dews,7105.0,3,1550.0,1900.07,sqft,1550.0,Flat,1550.0,-0.48392546886670884,1900.07
"3 BHK Flat for Sale in Uttam Nagar, New Delhi",4000000,5000.0,,Ready to Move,1 out of 2,New Property,East,Main Road,Freehold,1,2.0,3.0,Delhi, Uttam Nagar,5000.0,3,1300.0,800.0,sqft,1300.0,Flat,1300.0,-0.32031924121900157,800.0
"2 BHK Flat for Sale in Malibu Town, Sector 47, Gurgaon",8800000,8826.0,,Poss. by Jun '24,8 out of 15,Resale,East,Garden/Park,Freehold,1,2.0,3.0,Gurgaon, Malibu Town,8826.0,2,3600.0,997.05,sqft,3600.0,Flat,3600.0,-0.2595846665554225,997.05
"3 BHK Flat for Sale in Era Divine Court, Sector 76, Faridabad",5000000,3077.0,,Ready to Move,2 out of 4,Resale,North - East,Main Road,Freehold,1,2.0,2.0,Faridabad, Era Divine Court,3077.0,3,2000.0,1624.96,sqft,2000.0,Flat,2000.0,-0.5540176849398765,1624.96
"3 BHK Flat for Sale in Godrej Icon, Sector 88A, Gurgaon",16000000,7470.0,,Ready to Move,2 out of 3,New Property,North - East,Garden/Park,Leasehold,2,3.0,2.0,Gurgaon, Godrej Icon,7470.0,3,450.0,2141.9,sqft,450.0,Flat,450.0,-0.43634592624984686,2141.9
"4 BHK Flat for Sale in Ansals Sushant Floors, Sector 57, Gurgaon",31000000,15078.0,,Ready to Move,4 out of 7,New Property,North - East,Main Road,Freehold,1,4.0,1.0,Gurgaon, Ansals Sushant Floors,15078.0,4,,2055.98,,,Flat,,0.5553942387613481,2055.98
"2 BHK Flat for Sale in Supertech Ecociti, Sector 137, Noida Express Way, Noida",6200000,5730.0,,Ready to Move,1 out of 4,Resale,East,Main Road,Freehold,0,2.0,2.0,Noida, Supertech Ecociti,5730.0,2,,1082.02,,,Flat,,-0.13393537981022846,1082.02
"3 BHK Villa for Sale in Paramount Golfforeste, Zeta 1 Greater Noida",13000000,5302.0,,Poss. by Feb '25,4 out of 9,Resale,,,,0,3.0,4.0,Noida, Paramount Golfforeste,5302.0,3,,2451.9,,,Villa,,-0.14992509563077802,2451.9
"3 BHK Flat for Sale in Signature Global City 93, Sector 93, Gurgaon",13900000,6987.0,,Ready to Move,Ground out of 1,New Property,,,,0,3.0,3.0,Gurgaon, Signature Global City 93,6987.0,3,,1989.41,,,Flat,,-0.49930734839763957,1989.41
"2 BHK Flat for Sale in Krystal Homes, Greater Noida West, Greater Noida",2700000,2856.0,,Ready to Move,3 out of 5,New Property,,,,0,2.0,1.0,Noida, Krystal Homes,2856.0,2,,945.38,,,Flat,,-0.24130557436223646,945.38
"3 BHK Flat for Sale in Paradise Apartment, Indraprastha Extension, Patparganj, New Delhi",21500000,13030.0,,Ready to Move,2 out of 4,Resale,,,,0,3.0,1.0,Delhi, Paradise Apartment,13030.0,3,,1650.04,,,Flat,,-0.006198925421307164,1650.04
"4 BHK Flat for Sale in ATS Greens Village, Sector 93A, Noida Express Way, Noida",34000000,12117.0,,Ready to Move,4 out of 4,Resale,,,,0,4.0,0.0,Noida, ATS Greens Village,12117.0,4,,2805.98,,,Villa,,0.10467750557727157,2805.98
"4 BHK House for Sale in DLF Phase 1 Arjun Marg, DLF City Phase 1 Gurgaon",55000000,15278.0,,Ready to Move,2 out of 30,Resale,,,,0,4.0,0.0,Gurgaon, DLF Phase 1 Arjun Marg,15278.0,4,,3599.95,,,House,,0.5814652210171629,3599.95
"4 BHK Flat for Sale in Sector 43, Gurgaon",32400000,11688.0,,Ready to Move,30 out of 36,Resale,,,,0,4.0,0.0,Gurgaon, Sector 43,11688.0,4,,2772.07,,,Flat,,0.11349108952528726,2772.07
"3 BHK Flat for Sale in Unitech Cedar Crest, Nirvana Country, Sector 50, Gurgaon",32000000,12800.0,,Ready to Move,,New Property,,,,0,3.0,0.0,Gurgaon, Unitech Cedar Crest,12800.0,3,,2500.0,,,Flat,,0.25844575086761756,2500.0
2 BHK House for Sale in Dakshinpuri New Delhi,5200000,21399.0,,Ready to Move,,Resale,,,,0,1.0,0.0,Delhi, Dakshinpuri New Delhi,21399.0,2,,243.0,,,House,,0.32118250956137084,243.0
"1 BHK Flat for Sale in Vaishali Sector 5, Ghaziabad",2750000,4935.0,,Ready to Move,,Resale,,,,0,1.0,0.0,Ghaziabad, Vaishali Sector 5,4935.0,1,,557.24,,,Flat,,-0.3859459069606913,557.24
"2 BHK Flat for Sale in Ghaziabad Road, Ghaziabad",3800000,7306.0,,Ready to Move,,Resale,,,,0,2.0,0.0,Ghaziabad, Ghaziabad Road,7306.0,2,,520.12,,,Flat,,0.09402283006327723,520.12
"5 BHK House for Sale in Krishna Nagar, Ghukna Ghaziabad",6000000,3556.0,,Ready to Move,,Resale,,,,0,2.0,0.0,Ghaziabad, Krishna Nagar,3556.0,5,,1687.29,,,House,,-0.6651010686460783,1687.29
"1 BHK Flat for Sale in Om Apartments, Dwarka Sector 14, New Delhi",6000000,10909.0,Chhillar Homes,Ready to Move,1 out of 3,Resale,East,Main Road,Freehold,2,1.0,1.0,Delhi, Om Apartments,10909.0,1,450.0,550.0,sqft,450.0,Flat,450.0,-0.08916893660523117,550.0
"3 BHK Flat for Sale in Hargobind Enclave, Anand Vihar, New Delhi",34000000,18889.0,Veer Ji Properties,Ready to Move,1 out of 4,New Property,East,"Garden/Park, Main Road",Freehold,1,3.0,2.0,Delhi, Hargobind Enclave,18889.0,3,1350.0,1799.99,sqft,1350.0,Flat,1350.0,0.22299546190854233,1799.99
"3 BHK Flat for Sale in Pitampura, New Delhi",45000000,20833.0,Mannat Home Estate,Ready to Move,2 out of 4,Resale,West,"Garden/Park, Main Road",Freehold,1,4.0,2.0,Delhi, Pitampura,20833.0,3,230.0,2160.03,sqyrd,230.0,Flat,2070.0,0.2990415259073864,2160.03
"3 BHK Flat for Sale in 11th Avenue Gaur City 2, Noida Extension, Noida",8000000,5776.0,Catalyze capital Management private Limited,Ready to Move,8 out of 20,Resale,North - East,"Pool, Garden/Park, Main Road",Leasehold,1,3.0,3.0,Noida, 11th Avenue Gaur City 2,5776.0,3,1060.0,1385.04,sqft,1060.0,Flat,1060.0,-0.1322168589510105,1385.04
"3 BHK Flat for Sale in Brahma Apartments, Dwarka Sector 7, New Delhi",22500000,11250.0,Magic Villa ,Ready to Move,2 out of 10,Resale,North - East,"Garden/Park, Main Road",Freehold,2,3.0,3.0,Delhi, Brahma Apartments,11250.0,3,1800.0,2000.0,sqft,1800.0,Flat,1800.0,-0.07582958072889073,2000.0
7 BHK House for Sale in Sector 51 Noida,45000000,23225.0,,Ready to Move,Ground out of 2,Resale,North - East,"Garden/Park, Main Road",Leasehold,2,7.0,5.0,Noida, Sector 51 Noida,23225.0,7,180.0,1937.57,sqm,180.0,House,1937.52,0.5196629339292913,1937.57
"2 BHK Flat for Sale in Migsun Roof, Garhi, Raj Nagar Extension, Ghaziabad",2200000,2699.0,,Ready to Move,8 out of 17,New Property,East,"Garden/Park, Pool, Main Road",Freehold,1,2.0,2.0,Ghaziabad, Migsun Roof,2699.0,2,688.0,815.12,sqft,688.0,Flat,688.0,-0.838586183631123,815.12
"6 BHK House for Sale in RWA Residential Society, Sector 40 Gurgaon",50000000,16667.0,,Ready to Move,Ground out of 2,Resale,South,Garden/Park,Freehold,2,6.0,4.0,Gurgaon, RWA Residential Society,16667.0,6,2500.0,2999.94,sqft,2500.0,House,2500.0,0.7625281927837967,2999.94
"1 BHK Flat for Sale in DDA Sunveiw Apartments, Dwarka Sector 11, New Delhi",6000000,12000.0,,Ready to Move,2 out of 4,Resale,North - East,"Pool, Garden/Park, Main Road",Freehold,2,2.0,2.0,Delhi, DDA Sunveiw Apartments,12000.0,1,480.0,500.0,sqft,480.0,Flat,480.0,-0.04649082147007743,500.0
"2 BHK Flat for Sale in Amrapali Silicon City, Sector 76, Noida",7000000,5932.0,,Ready to Move,2 out of 18,Resale,North - East,"Garden/Park, Pool, Main Road",Leasehold,2,2.0,2.0,Noida, Amrapali Silicon City,5932.0,2,1010.0,1180.04,sqft,1010.0,Flat,1010.0,-0.1263888316893149,1180.04
"3 BHK Flat for Sale in Vatika Lifestyle Homes, Sector 83, Gurgaon",11000000,6286.0,,Ready to Move,3 out of 5,Resale,East,Main Road,Freehold,1,2.0,1.0,Gurgaon, Vatika Lifestyle Homes,6286.0,3,1300.0,1749.92,sqft,1300.0,Flat,1300.0,-0.5906861412042704,1749.92
"2 BHK Flat for Sale in Sector 12 Pratap Vihar, Ghaziabad",3000000,5556.0,,Ready to Move,2 out of 3,Resale,West,Main Road,Freehold,0,2.0,1.0,Ghaziabad, Sector 12 Pratap Vihar,5556.0,2,60.0,539.96,sqyrd,60.0,Flat,540.0,-0.260234989334422,539.96
"3 BHK Flat for Sale in Block H, Sector 26, Mehrauli Gurgaon Road, Gurgaon",22500000,12500.0,,Ready to Move,4 out of 4,New Property,North - East,Garden/Park,Freehold,0,3.0,2.0,Gurgaon, Block H,12500.0,3,180.0,1800.0,sqyrd,180.0,Flat,1620.0,0.21933927748389534,1800.0
"3 BHK Flat for Sale in Gyan Khand 4, Indirapuram, Ghaziabad",6600000,4125.0,,Ready to Move,1 out of 2,Resale,West,Garden/Park,Freehold,0,3.0,2.0,Ghaziabad, Gyan Khand 4,4125.0,3,2200.0,1600.0,sqft,2200.0,Flat,2200.0,-0.5499166690819121,1600.0
"4 BHK Flat for Sale in Gyan Khand 4, Indirapuram, Ghaziabad",10000000,5556.0,,Ready to Move,1 out of 3,Resale,North,"Garden/Park, Pool, Main Road",Freehold,0,3.0,3.0,Ghaziabad, Gyan Khand 4,5556.0,4,335.0,1799.86,sqyrd,335.0,Flat,3015.0,-0.260234989334422,1799.86
"3 BHK Flat for Sale in Judges Enclave, Indirapuram, Ghaziabad",8400000,6181.0,,Ready to Move,1 out of 8,Resale,East,"Garden/Park, Pool, Main Road",Freehold,0,2.0,1.0,Ghaziabad, Judges Enclave,6181.0,3,2100.0,1359.0,sqft,2100.0,Flat,2100.0,-0.13371433954952944,1359.0
"4 BHK Flat for Sale in Madhuban Enclave, Preet Vihar, New Delhi",36500000,15870.0,,Ready to Move,Ground out of 4,Resale,East,Main Road,Freehold,0,3.0,1.0,Delhi, Madhuban Enclave,15870.0,4,1684.0,2299.94,sqft,1684.0,Flat,1684.0,0.1048971763053992,2299.94
"4 BHK Flat for Sale in Sector 63A, Gurgaon",40000000,10633.0,,Ready to Move,2 out of 4,New Property,East,,Freehold,0,4.0,3.0,Gurgaon, Sector 63A,10633.0,4,2025.0,3761.87,sqft,2025.0,Flat,2025.0,-0.024033341874135805,3761.87
